id,prompt,sketch_json,point_count_hint,missing_count_hint,answer_json
qsg_3d7e6d303916,Recover the hidden vector-stroke fragment in the sketch gap. Submit the missing grid-cell sequence in drawing order.,"{""grid_size"":32,""visible_strokes"":[{""stroke_index"":0,""prefix"":[""c19_00"",""c18_00"",""c17_00"",""c16_00"",""c15_00"",""c14_00"",""c13_00"",""c12_01"",""c11_01"",""c10_02"",""c09_02"",""c08_03"",""c07_04"",""c06_05"",""c05_06"",""c04_07"",""c04_08"",""c03_09"",""c02_10"",""c02_11"",""c01_12"",""c01_13"",""c01_14"",""c00_15"",""c00_16"",""c00_17"",""c00_18"",""c00_19"",""c00_20"",""c00_21"",""c00_22"",""c01_23"",""c02_24"",""c02_25"",""c02_26"",""c03_27"",""c04_28"",""c05_29"",""c06_30"",""c07_30"",""c08_31"",""c09_31"",""c10_31"",""c11_31"",""c12_31"",""c13_30"",""c14_30"",""c15_29"",""c15_28"",""c16_27"",""c16_26"",""c17_25"",""c17_24"",""c18_23""],""suffix"":[""c23_07"",""c23_06"",""c23_05"",""c23_04"",""c22_03"",""c22_02"",""c21_01"",""c20_00"",""c19_00"",""c18_00"",""c17_01""],""gap_after_index"":53,""hidden_length_hint"":15},{""stroke_index"":1,""points"":[""c12_06"",""c12_07"",""c12_08"",""c12_09"",""c12_10"",""c12_11"",""c12_12"",""c11_13"",""c11_14"",""c11_15"",""c11_16"",""c10_17"",""c10_18"",""c10_19"",""c10_20"",""c09_21"",""c09_22"",""c10_21"",""c11_20"",""c12_19"",""c13_18"",""c14_18"",""c15_17"",""c16_16"",""c17_15"",""c18_14""]},{""stroke_index"":2,""points"":[""c17_12"",""c18_13"",""c18_14"",""c19_15""]},{""stroke_index"":3,""points"":[""c13_06"",""c12_07"",""c11_07"",""c10_08""]}]}",114,15,"{""hidden_cells"":[""c18_22"",""c19_21"",""c19_20"",""c20_19"",""c20_18"",""c21_17"",""c21_16"",""c21_15"",""c22_14"",""c22_13"",""c22_12"",""c22_11"",""c23_10"",""c23_09"",""c23_08""]}"
qsg_c9852f101ece,Recover the hidden vector-stroke fragment in the sketch gap. Submit the missing grid-cell sequence in drawing order.,"{""grid_size"":32,""visible_strokes"":[{""stroke_index"":0,""points"":[""c00_08"",""c00_07"",""c01_06"",""c02_05"",""c03_04"",""c04_04"",""c05_03"",""c06_03"",""c07_02"",""c08_02"",""c09_02"",""c10_01"",""c11_01"",""c12_00"",""c13_00"",""c14_00"",""c15_00"",""c16_00"",""c17_00"",""c18_00"",""c19_00"",""c20_00"",""c21_00"",""c22_00"",""c23_00"",""c24_01"",""c25_01"",""c26_02"",""c27_03"",""c28_04"",""c29_05"",""c30_06"",""c30_07"",""c31_08"",""c31_09""]},{""stroke_index"":1,""points"":[""c02_09"",""c03_08"",""c04_07"",""c05_06"",""c06_05"",""c07_04"",""c08_04"",""c09_03"",""c10_03"",""c11_02"",""c12_02"",""c13_02"",""c14_02"",""c15_02"",""c16_02"",""c17_02"",""c18_02"",""c19_03"",""c20_03"",""c21_03"",""c22_04"",""c23_04"",""c24_04"",""c25_05"",""c26_06"",""c27_06"",""c28_07"",""c29_08"",""c30_09""]},{""stroke_index"":2,""prefix"":[""c02_08"",""c02_07"",""c03_06"",""c03_05"",""c04_05"",""c05_05"",""c06_05"",""c06_04"",""c07_03"",""c08_02"",""c09_02"",""c10_03"",""c11_02""],""suffix"":[""c21_01"",""c22_02"",""c22_03"",""c22_04"",""c23_04"",""c24_04"",""c25_03"",""c26_03"",""c27_03"",""c27_04"",""c26_05"",""c26_06"",""c27_06"",""c28_06"",""c29_06"",""c30_06"",""c30_07"",""c30_08""],""gap_after_index"":12,""hidden_length_hint"":10},{""stroke_index"":3,""points"":[""c31_08"",""c30_08"",""c29_07"",""c28_07"",""c28_06"",""c28_05"",""c28_04""]}]}",112,10,"{""hidden_cells"":[""c12_01"",""c13_00"",""c14_01"",""c15_01"",""c16_02"",""c17_02"",""c18_01"",""c19_00"",""c20_00"",""c21_00""]}"
qsg_b75d84580467,Recover the hidden vector-stroke fragment in the sketch gap. Submit the missing grid-cell sequence in drawing order.,"{""grid_size"":32,""visible_strokes"":[{""stroke_index"":0,""points"":[""c00_31"",""c00_30"",""c00_29"",""c00_28"",""c00_27"",""c00_26"",""c00_25"",""c00_24"",""c00_23"",""c00_22"",""c00_21"",""c00_20"",""c00_19"",""c00_18"",""c00_17"",""c00_16"",""c00_15"",""c00_14"",""c00_13"",""c00_12"",""c00_11"",""c00_10"",""c00_09"",""c00_08"",""c00_07"",""c00_06"",""c00_05"",""c00_04"",""c00_03"",""c00_02"",""c00_01""]},{""stroke_index"":1,""prefix"":[""c10_31"",""c10_30"",""c10_29"",""c10_28""],""suffix"":[""c10_07"",""c10_06"",""c10_05"",""c10_04"",""c09_03"",""c09_02"",""c09_01"",""c09_00""],""gap_after_index"":3,""hidden_length_hint"":20},{""stroke_index"":2,""points"":[""c10_05"",""c09_05"",""c08_05"",""c07_05"",""c06_05"",""c05_05"",""c04_05"",""c03_05"",""c02_05"",""c01_05""]},{""stroke_index"":3,""points"":[""c10_14"",""c09_14"",""c08_14"",""c07_14"",""c06_13"",""c05_13"",""c04_13"",""c03_13"",""c02_13"",""c01_13"",""c00_13""]},{""stroke_index"":4,""points"":[""c09_22"",""c08_22"",""c07_22"",""c06_22"",""c05_23"",""c04_23"",""c03_23"",""c02_23""]}]}",92,20,"{""hidden_cells"":[""c09_27"",""c09_26"",""c09_25"",""c09_24"",""c09_23"",""c09_22"",""c09_21"",""c09_20"",""c09_19"",""c09_18"",""c09_17"",""c10_16"",""c10_15"",""c10_14"",""c10_13"",""c10_12"",""c10_11"",""c10_10"",""c10_09"",""c10_08""]}"
qsg_3819fc106db8,Recover the hidden vector-stroke fragment in the sketch gap. Submit the missing grid-cell sequence in drawing order.,"{""grid_size"":32,""visible_strokes"":[{""stroke_index"":0,""points"":[""c08_05"",""c09_06"",""c09_07"",""c09_08"",""c09_09"",""c09_10""]},{""stroke_index"":1,""prefix"":[""c08_03"",""c09_03"",""c10_03"",""c11_04"",""c12_04"",""c13_04"",""c14_04"",""c14_05"",""c14_06"",""c14_07"",""c15_08"",""c15_09"",""c15_10"",""c16_10"",""c17_10"",""c18_10"",""c19_10"",""c20_10"",""c21_10"",""c22_10"",""c22_11"",""c22_12"",""c22_13"",""c22_14"",""c22_15"",""c21_15"",""c20_15"",""c19_15"",""c18_14"",""c17_14"",""c16_14"",""c15_14"",""c15_15"",""c15_16""],""suffix"":[""c07_14"",""c06_14"",""c05_14"",""c04_14"",""c03_14"",""c02_13"",""c03_12"",""c04_11"",""c05_11"",""c06_11"",""c07_11"",""c08_11"",""c09_11"",""c10_11""],""gap_after_index"":33,""hidden_length_hint"":15},{""stroke_index"":2,""points"":[""c12_00"",""c11_00"",""c10_00"",""c09_01"",""c08_01"",""c07_02"",""c06_02"",""c05_02"",""c04_03"",""c03_04"",""c02_04"",""c02_05"",""c01_06"",""c00_07"",""c00_08"",""c00_09"",""c00_10"",""c00_11"",""c00_12"",""c00_13"",""c00_14"",""c01_15"",""c01_16"",""c02_17"",""c03_18"",""c04_18"",""c05_19"",""c06_19"",""c07_20"",""c08_20"",""c09_21"",""c10_21"",""c11_21"",""c12_21"",""c13_21"",""c14_21"",""c15_21"",""c16_20"",""c17_20"",""c18_20"",""c19_19"",""c20_18"",""c20_17"",""c21_16"",""c21_15"",""c22_14"",""c22_13"",""c22_12"",""c22_11"",""c21_10"",""c21_09"",""c21_08"",""c20_07"",""c19_06"",""c18_05"",""c18_04"",""c17_03"",""c16_02"",""c15_02"",""c14_01"",""c13_00"",""c12_00"",""c11_00"",""c10_00"",""c09_00"",""c08_01""]},{""stroke_index"":3,""points"":[""c10_21"",""c09_22"",""c08_23"",""c07_24"",""c06_25"",""c06_26"",""c06_27"",""c05_28"",""c04_29"",""c04_30""]},{""stroke_index"":4,""points"":[""c13_21"",""c13_22"",""c14_23"",""c14_24"",""c14_25"",""c15_26"",""c15_27"",""c16_28"",""c16_29"",""c16_30"",""c17_31""]},{""stroke_index"":5,""points"":[""c04_30"",""c05_30"",""c06_30"",""c07_30"",""c08_30"",""c09_30"",""c10_30"",""c11_30"",""c12_30"",""c13_30"",""c14_30"",""c15_30""]}]}",168,15,"{""hidden_cells"":[""c15_17"",""c15_18"",""c14_19"",""c14_20"",""c13_20"",""c12_20"",""c11_19"",""c10_19"",""c09_19"",""c09_18"",""c09_17"",""c09_16"",""c09_15"",""c09_14"",""c08_14""]}"
qsg_d2be3325fa6e,Recover the hidden vector-stroke fragment in the sketch gap. Submit the missing grid-cell sequence in drawing order.,"{""grid_size"":32,""visible_strokes"":[{""stroke_index"":0,""prefix"":[""c07_06"",""c06_06"",""c05_06"",""c04_05"",""c03_05"",""c02_06"",""c01_06"",""c00_07"",""c00_08"",""c00_09"",""c01_09"",""c02_09"",""c03_09"",""c04_09"",""c05_09"",""c06_09"",""c07_10"",""c08_11"",""c09_12"",""c10_12"",""c11_13"",""c12_14"",""c13_14"",""c14_15"",""c15_15"",""c16_16""],""suffix"":[""c14_10"",""c13_09"",""c12_09"",""c13_09"",""c14_09"",""c15_09"",""c16_09"",""c17_09"",""c18_09"",""c19_09"",""c20_09"",""c21_09"",""c22_10"",""c23_10"",""c24_10"",""c25_10"",""c26_10"",""c27_09"",""c28_08"",""c28_07"",""c27_06"",""c26_05"",""c25_05"",""c24_05"",""c23_05"",""c22_05"",""c21_05"",""c20_06"",""c19_06"",""c18_06"",""c17_06"",""c16_06"",""c15_07"",""c14_07"",""c14_06"",""c15_05"",""c16_05"",""c17_04"",""c18_03"",""c19_02"",""c20_01"",""c21_00"",""c20_00"",""c19_00"",""c18_00"",""c17_01"",""c16_01"",""c15_01"",""c14_02"",""c13_02"",""c12_02"",""c11_03"",""c10_03"",""c09_04"",""c08_04"",""c07_05"",""c06_05""],""gap_after_index"":25,""hidden_length_hint"":8},{""stroke_index"":1,""points"":[""c27_04"",""c28_04"",""c29_04"",""c30_05"",""c31_05""]}]}",96,8,"{""hidden_cells"":[""c17_16"",""c18_17"",""c17_16"",""c17_15"",""c16_14"",""c16_13"",""c15_12"",""c14_11""]}"
qsg_fc314390a016,Recover the hidden vector-stroke fragment in the sketch gap. Submit the missing grid-cell sequence in drawing order.,"{""grid_size"":32,""visible_strokes"":[{""stroke_index"":0,""prefix"":[""c01_00"",""c01_01"",""c01_02"",""c00_03"",""c00_04"",""c00_05"",""c00_06"",""c00_07"",""c00_08"",""c00_09"",""c00_10"",""c00_11"",""c00_12"",""c00_13"",""c00_14"",""c00_15"",""c01_16"",""c01_17"",""c02_17"",""c03_18"",""c04_18"",""c05_18"",""c06_19"",""c07_19"",""c08_19"",""c09_20"",""c10_20"",""c11_20"",""c12_20"",""c13_20"",""c14_21"",""c15_21"",""c16_21"",""c17_21"",""c18_22"",""c19_22"",""c20_22"",""c21_22"",""c22_23"",""c23_23"",""c24_23"",""c25_23"",""c26_22"",""c27_22"",""c28_21"",""c28_20"",""c28_19"",""c28_18"",""c28_17"",""c28_16""],""suffix"":[""c29_07"",""c30_06"",""c30_05"",""c30_04"",""c30_03"",""c31_02"",""c31_01"",""c30_01"",""c29_01"",""c28_01"",""c27_01"",""c26_01"",""c25_01"",""c24_01"",""c23_00"",""c22_00"",""c21_00"",""c20_00"",""c19_00"",""c18_00"",""c17_00"",""c16_00"",""c15_00"",""c14_00"",""c13_00"",""c12_00"",""c11_00"",""c10_00"",""c09_00"",""c08_00"",""c07_00"",""c06_00"",""c05_00"",""c04_00"",""c03_00"",""c02_00""],""gap_after_index"":49,""hidden_length_hint"":8},{""stroke_index"":1,""points"":[""c13_06"",""c12_06"",""c11_06"",""c10_06"",""c09_06"",""c08_07"",""c08_08"",""c08_09"",""c08_10"",""c08_11"",""c08_12"",""c09_13"",""c09_14"",""c10_15"",""c10_16"",""c10_17"",""c11_18"",""c12_18"",""c13_18"",""c14_18"",""c15_17"",""c16_17"",""c17_16"",""c18_16"",""c18_15"",""c19_14"",""c18_13"",""c18_12"",""c17_11"",""c16_10"",""c16_09"",""c15_08"",""c14_08"",""c13_07"",""c12_07""]}]}",129,8,"{""hidden_cells"":[""c27_15"",""c27_14"",""c27_13"",""c27_12"",""c27_11"",""c28_10"",""c28_09"",""c29_08""]}"
qsg_f71d996c68db,Recover the hidden vector-stroke fragment in the sketch gap. Submit the missing grid-cell sequence in drawing order.,"{""grid_size"":32,""visible_strokes"":[{""stroke_index"":0,""points"":[""c02_09"",""c03_09"",""c04_09""]},{""stroke_index"":1,""points"":[""c04_09"",""c05_10"",""c06_10"",""c07_10"",""c08_09"",""c09_09"",""c10_09"",""c11_09"",""c12_09"",""c13_09"",""c14_08"",""c15_08"",""c16_08"",""c17_07"",""c18_07"",""c19_08"",""c18_09"",""c18_10"",""c19_10"",""c20_10"",""c21_09"",""c22_09"",""c23_10"",""c24_10"",""c24_11"",""c25_10"",""c26_10"",""c27_10"",""c28_09"",""c28_10""]},{""stroke_index"":2,""points"":[""c00_07"",""c00_06"",""c00_05"",""c00_04"",""c00_03"",""c00_02"",""c00_03"",""c00_04"",""c00_05""]},{""stroke_index"":3,""points"":[""c00_06"",""c01_05"",""c02_05"",""c03_04"",""c04_04"",""c05_04"",""c06_04"",""c07_04"",""c08_04"",""c09_04"",""c10_04"",""c11_03"",""c12_03"",""c13_03"",""c14_03"",""c15_03"",""c16_03"",""c17_03"",""c18_03"",""c19_04"",""c20_04"",""c21_04"",""c22_05"",""c23_05"",""c24_06"",""c25_06"",""c26_07"",""c27_07"",""c28_08""]},{""stroke_index"":4,""points"":[""c00_02"",""c01_02"",""c02_01"",""c03_00"",""c04_00"",""c05_00"",""c06_00"",""c07_00"",""c08_00"",""c09_00"",""c10_00"",""c11_00"",""c12_00"",""c13_00"",""c14_00"",""c15_00"",""c16_00"",""c17_00"",""c18_00"",""c19_00"",""c20_01"",""c21_01"",""c22_02"",""c23_02"",""c24_02"",""c25_03"",""c26_03"",""c27_04"",""c28_04"",""c29_05"",""c30_05"",""c31_06""]},{""stroke_index"":5,""prefix"":[""c09_09"",""c09_08"",""c09_07"",""c10_06""],""suffix"":[""c09_07"",""c10_08"",""c11_09"",""c10_10"",""c10_11"",""c09_12"",""c08_12"",""c07_13"",""c06_12"",""c06_11"",""c06_10"",""c06_09"",""c06_08"",""c07_08"",""c08_08"",""c09_08"",""c10_08"",""c11_08"",""c12_08"",""c13_08"",""c14_09"",""c15_09"",""c16_08"",""c17_08"",""c18_08"",""c19_08"",""c20_08"",""c21_08"",""c22_08"",""c23_09"",""c23_10"",""c23_11"",""c23_10"",""c24_10"",""c25_10"",""c26_10"",""c27_10"",""c27_11""],""gap_after_index"":3,""hidden_length_hint"":13}]}",158,13,"{""hidden_cells"":[""c11_06"",""c12_06"",""c13_06"",""c13_07"",""c12_08"",""c11_09"",""c10_10"",""c09_10"",""c08_11"",""c07_10"",""c07_09"",""c07_08"",""c08_08""]}"
qsg_7d737c143798,Recover the hidden vector-stroke fragment in the sketch gap. Submit the missing grid-cell sequence in drawing order.,"{""grid_size"":32,""visible_strokes"":[{""stroke_index"":0,""points"":[""c13_07"",""c12_07"",""c11_08"",""c10_08"",""c09_08"",""c08_08"",""c07_09"",""c06_09"",""c05_09"",""c04_10"",""c03_10"",""c02_11"",""c01_11"",""c00_12"",""c00_13"",""c00_14"",""c00_15"",""c01_15"",""c02_15"",""c03_15"",""c04_15"",""c05_15"",""c06_14"",""c07_14"",""c08_14"",""c09_14"",""c10_13"",""c11_13"",""c12_13"",""c13_13"",""c14_12"",""c15_12"",""c16_12"",""c17_12"",""c18_12"",""c19_11"",""c20_11"",""c21_11"",""c22_10"",""c23_10"",""c24_10"",""c25_10"",""c26_10"",""c27_09"",""c28_09"",""c29_08"",""c29_07"",""c29_06"",""c28_05"",""c27_05"",""c26_05"",""c25_05"",""c24_05"",""c23_05"",""c22_05"",""c21_05"",""c20_05"",""c19_06"",""c18_06"",""c17_06"",""c16_06"",""c15_06"",""c14_07"",""c13_07""]},{""stroke_index"":1,""prefix"":[""c11_13"",""c11_14"",""c11_15"",""c11_16"",""c11_17"",""c11_18"",""c11_19"",""c11_20"",""c11_21"",""c11_22"",""c12_23"",""c12_24"",""c13_24"",""c14_24"",""c15_23"",""c16_22""],""suffix"":[""c19_15"",""c19_14"",""c19_13"",""c18_12"",""c18_11""],""gap_after_index"":15,""hidden_length_hint"":8},{""stroke_index"":2,""points"":[""c10_08"",""c10_07"",""c10_06"",""c11_05"",""c11_04"",""c12_03"",""c12_02"",""c13_01"",""c14_00"",""c15_00"",""c16_01"",""c16_02"",""c17_03"",""c17_04"",""c17_05"",""c17_06""]},{""stroke_index"":3,""points"":[""c28_06"",""c28_05"",""c28_04"",""c28_03"",""c28_02"",""c29_01"",""c29_00"",""c30_00"",""c31_00"",""c31_01"",""c31_02"",""c30_03"",""c30_04"",""c30_05"",""c30_06"",""c29_07"",""c29_08""]}]}",126,8,"{""hidden_cells"":[""c17_22"",""c18_22"",""c19_21"",""c20_20"",""c20_19"",""c20_18"",""c20_17"",""c19_16""]}"
qsg_8a9ffc71f74d,Recover the hidden vector-stroke fragment in the sketch gap. Submit the missing grid-cell sequence in drawing order.,"{""grid_size"":32,""visible_strokes"":[{""stroke_index"":0,""points"":[""c00_01"",""c01_01"",""c02_02"",""c03_02"",""c04_02"",""c05_02"",""c06_02"",""c07_01"",""c08_01"",""c09_01"",""c09_02"",""c09_03"",""c09_04"",""c09_05"",""c09_06"",""c09_07"",""c09_08"",""c10_08"",""c11_08"",""c12_08"",""c13_07"",""c14_07"",""c15_07"",""c16_07"",""c17_07"",""c18_07"",""c19_07"",""c19_06"",""c19_05"",""c19_04"",""c19_03"",""c19_02"",""c18_02"",""c17_02"",""c18_02"",""c19_02"",""c20_02"",""c21_02"",""c22_02"",""c21_01"",""c20_00"",""c19_01"",""c18_01"",""c17_02""]},{""stroke_index"":1,""points"":[""c21_02"",""c21_03"",""c21_04"",""c21_05"",""c21_06"",""c21_07"",""c22_07"",""c23_06"",""c24_06"",""c25_06"",""c25_07"",""c25_08"",""c25_09""]},{""stroke_index"":2,""prefix"":[""c25_10"",""c25_11"",""c25_12"",""c25_13"",""c25_14"",""c24_14"",""c23_15"",""c22_15"",""c21_15"",""c20_15"",""c19_15"",""c18_15"",""c17_15"",""c16_15"",""c15_14"",""c14_14"",""c13_14"",""c12_14"",""c11_14"",""c10_14""],""suffix"":[""c01_12"",""c00_12"",""c00_11"",""c00_10"",""c00_09"",""c00_08"",""c00_07"",""c00_06"",""c00_05"",""c00_04"",""c01_03"",""c01_02""],""gap_after_index"":19,""hidden_length_hint"":8},{""stroke_index"":3,""points"":[""c25_10"",""c26_10"",""c27_11"",""c28_11"",""c29_12"",""c30_12"",""c31_13"",""c30_13"",""c29_14"",""c28_14"",""c27_14"",""c26_14"",""c25_14""]},{""stroke_index"":4,""points"":[""c04_13"",""c03_14"",""c02_15"",""c02_16"",""c03_16"",""c04_16"",""c05_15"",""c06_14"",""c05_14"",""c04_13"",""c03_13"",""c03_14""]},{""stroke_index"":5,""points"":[""c21_15"",""c20_15"",""c19_15"",""c18_16"",""c18_17"",""c19_17"",""c20_17"",""c21_17"",""c22_16"",""c21_16"",""c20_15"",""c19_15"",""c18_15""]},{""stroke_index"":6,""points"":[""c14_15"",""c15_15"",""c16_15"",""c17_15"",""c18_15"",""c19_15"",""c20_15"",""c21_15"",""c22_15"",""c23_15"",""c24_16"",""c23_16"",""c22_17"",""c21_17"",""c20_17"",""c19_17"",""c18_17"",""c17_17"",""c16_16"",""c15_16"",""c14_16"",""c13_16"",""c12_16"",""c11_16"",""c10_16"",""c09_16"",""c08_16"",""c07_16"",""c06_17"",""c05_17"",""c04_17"",""c03_17"",""c02_16"",""c01_16"",""c00_15"",""c00_14"",""c01_14"",""c02_14"",""c03_14"",""c04_14"",""c05_14"",""c06_14"",""c07_14"",""c08_14"",""c09_14"",""c10_14"",""c11_14"",""c12_14"",""c13_14"",""c14_14"",""c15_14"",""c16_15"",""c17_15""]}]}",188,8,"{""hidden_cells"":[""c09_14"",""c08_14"",""c07_14"",""c06_13"",""c05_13"",""c04_13"",""c03_13"",""c02_13""]}"
qsg_350972594687,Recover the hidden vector-stroke fragment in the sketch gap. Submit the missing grid-cell sequence in drawing order.,"{""grid_size"":32,""visible_strokes"":[{""stroke_index"":0,""points"":[""c31_00"",""c30_00"",""c29_01"",""c28_01"",""c27_02"",""c26_02"",""c25_02"",""c24_02"",""c23_02"",""c22_01"",""c21_01"",""c20_02"",""c19_03"",""c18_04"",""c19_04"",""c20_04"",""c21_04"",""c22_04"",""c23_04"",""c24_04"",""c25_04"",""c26_04"",""c27_04"",""c28_05"",""c28_06"",""c27_06"",""c26_07"",""c25_07"",""c24_08"",""c23_08"",""c24_08"",""c25_09"",""c26_09"",""c27_09"",""c28_09"",""c28_08"",""c29_07"",""c28_07"",""c27_06"",""c26_06""]},{""stroke_index"":1,""points"":[""c20_04"",""c21_04"",""c22_05"",""c23_05"",""c24_05"",""c25_04"",""c25_05"",""c24_06"",""c23_07"",""c23_08""]},{""stroke_index"":2,""prefix"":[""c24_06"",""c23_06"",""c22_05"",""c21_05"",""c20_04"",""c19_04"",""c18_03"",""c17_02"",""c16_02"",""c15_01"",""c14_00"",""c13_00"",""c14_01"",""c14_02"",""c14_03"",""c15_04"",""c15_05"",""c14_05"",""c13_05"",""c12_04"",""c11_04"",""c10_04"",""c09_05"",""c08_05"",""c07_06"",""c06_06"",""c05_07"",""c04_08"",""c04_09"",""c03_10"",""c02_11"",""c02_12"",""c03_12"",""c04_12"",""c05_12"",""c06_11"",""c07_11"",""c08_11"",""c09_11"",""c10_11"",""c11_11"",""c10_11"",""c09_12"",""c08_12"",""c07_12"",""c06_13""],""suffix"":[""c05_18"",""c06_18"",""c07_18"",""c08_18"",""c09_18"",""c10_18"",""c11_18"",""c12_18"",""c13_18"",""c14_18"",""c13_19"",""c12_19"",""c11_20"",""c10_20"",""c09_21"",""c08_21"",""c09_20"",""c10_19"",""c11_19"",""c12_19"",""c13_18"",""c14_18"",""c15_18"",""c16_18"",""c16_19"",""c17_18"",""c18_17"",""c18_16"",""c19_15"",""c20_14"",""c20_13"",""c20_14"",""c19_15"",""c20_14"",""c20_13"",""c21_12"",""c21_13"",""c21_12"",""c21_11"",""c22_10"",""c22_09""],""gap_after_index"":45,""hidden_length_hint"":10}]}",147,10,"{""hidden_cells"":[""c05_14"",""c04_15"",""c03_16"",""c02_17"",""c01_18"",""c00_19"",""c01_19"",""c02_19"",""c03_19"",""c04_18""]}"
qsg_1d2f4fecdc9a,Recover the hidden vector-stroke fragment in the sketch gap. Submit the missing grid-cell sequence in drawing order.,"{""grid_size"":32,""visible_strokes"":[{""stroke_index"":0,""prefix"":[""c00_00"",""c00_01"",""c00_02"",""c00_03"",""c00_04"",""c00_05"",""c00_06"",""c00_07"",""c00_08"",""c00_09"",""c00_10"",""c00_11"",""c00_12"",""c00_13"",""c00_14"",""c00_15"",""c00_16"",""c01_16"",""c02_16"",""c03_16"",""c04_16"",""c05_16"",""c06_16"",""c07_16"",""c08_16"",""c09_16"",""c10_16"",""c11_16"",""c12_16"",""c13_16"",""c14_16"",""c15_16"",""c16_16"",""c17_16"",""c18_16"",""c19_16"",""c20_16"",""c21_16"",""c22_16"",""c23_16"",""c24_16"",""c25_16"",""c26_16"",""c27_16"",""c28_16"",""c29_17"",""c30_17"",""c31_17"",""c31_16"",""c31_15"",""c31_14"",""c31_13"",""c31_12"",""c31_11"",""c31_10"",""c31_09"",""c31_08"",""c31_07"",""c31_06"",""c30_05"",""c30_04""],""suffix"":[""c21_01"",""c20_01"",""c19_01"",""c18_01"",""c17_01"",""c16_01"",""c15_01"",""c14_01"",""c13_01"",""c12_01"",""c11_01"",""c10_01"",""c09_01"",""c08_01"",""c07_01"",""c06_01"",""c05_01"",""c04_01"",""c03_01"",""c02_01"",""c01_01"",""c00_01""],""gap_after_index"":60,""hidden_length_hint"":11},{""stroke_index"":1,""points"":[""c06_16"",""c05_16"",""c04_16"",""c04_17"",""c04_18"",""c05_18"",""c06_19"",""c07_19"",""c08_18"",""c08_17"",""c07_17"",""c06_16"",""c05_16""]},{""stroke_index"":2,""points"":[""c23_16"",""c22_16"",""c21_16"",""c20_17"",""c20_18"",""c21_19"",""c22_19"",""c23_19"",""c24_18"",""c24_17"",""c24_16"",""c23_16"",""c22_16"",""c21_16""]},{""stroke_index"":3,""points"":[""c02_16"",""c02_15"",""c02_14"",""c02_13"",""c02_12"",""c02_11"",""c02_10"",""c02_09"",""c03_08"",""c03_07"",""c04_07"",""c05_07"",""c06_07"",""c07_07"",""c07_08"",""c07_09"",""c07_10"",""c07_11"",""c06_12"",""c06_13"",""c06_14"",""c06_15"",""c06_16""]},{""stroke_index"":4,""points"":[""c05_09"",""c06_10"",""c06_09"",""c05_09""]}]}",148,11,"{""hidden_cells"":[""c30_03"",""c30_02"",""c30_01"",""c29_01"",""c28_01"",""c27_01"",""c26_01"",""c25_01"",""c24_01"",""c23_01"",""c22_01""]}"
